34.0	1
34.01	1
34.02	1
34.03	1
34.04	1
34.05	1
34.06	1
34.07	1
34.08	1
34.09	1
34.1	1
34.11	1
34.12	1
34.13	1
34.14	1
34.15	1
34.16	1
34.17	1
34.18	1
34.19	1
34.2	1
34.21	1
34.22	1
34.23	1
34.24	1
34.25	1
34.26	1
34.27	1
34.28	1
34.29	1
34.3	1
34.31	1
34.32	1
34.33	1
34.34	1
34.35	1
34.36	1
34.37	1
34.38	1
34.39	1
34.4	1
34.41	1
34.42	1
34.43	1
34.44	1
34.45	1
34.46	1
34.47	1
34.48	1
34.49	1
34.5	1
34.51	1
34.52	1
34.53	1
34.54	1
34.55	1
34.56	1
34.57	1
34.58	1
34.59	1
34.6	1
34.61	1
34.62	1
34.63	1
34.64	1
34.65	1
34.66	1
34.67	1
34.68	1
34.69	1
34.7	1
34.71	1
34.72	1
34.73	1
34.74	1
34.75	1
34.76	1
34.77	1
34.78	1
34.79	1
34.8	1
34.81	1
34.82	1
34.83	1
34.84	1
34.85	1
34.86	1
34.87	1
34.88	1
34.89	1
34.9	1
34.91	1
34.92	1
34.93	1
34.94	1
34.95	1
34.96	1
34.97	1
34.98	1
34.99	1
35.0	1
35.01	1
35.02	1
35.03	1
35.04	1
35.05	1
35.06	1
35.07	1
35.08	1
35.09	1
35.1	1
35.11	1
35.12	1
35.13	1
35.14	1
35.15	1
35.16	1
35.17	1
35.18	1
35.19	1
35.2	1
35.21	1
35.22	1
35.23	1
35.24	1
35.25	1
35.26	1
35.27	1
35.28	1
35.29	1
35.3	1
35.31	1
35.32	1
35.33	1
35.34	1
35.35	1
35.36	1
35.37	1
35.38	1
35.39	1
35.4	1
35.41	1
35.42	1
35.43	1
35.44	1
35.45	1
35.46	1
35.47	1
35.48	1
35.49	1
35.5	1
35.51	1
35.52	1
35.53	1
35.54	1
35.55	1
35.56	1
35.57	1
35.58	1
35.59	1
35.6	1
35.61	1
35.62	1
35.63	1
35.64	1
35.65	1
35.66	1
35.67	1
35.68	1
35.69	1
35.7	1
35.71	1
35.72	1
35.73	1
35.74	1
35.75	1
35.76	1
35.77	1
35.78	1
35.79	1
35.8	1
35.81	1
35.82	1
35.83	1
35.84	1
35.85	1
35.86	1
35.87	1
35.88	1
35.89	1
35.9	1
35.91	1
35.92	1
35.93	1
35.94	1
35.95	1
35.96	1
35.97	1
35.98	1
35.99	1
36.0	1
36.01	1
36.02	1
36.03	1
36.04	1
36.05	1
36.06	1
36.07	1
36.08	1
36.09	1
36.1	1
36.11	1
36.12	1
36.13	1
36.14	1
36.15	1
36.16	1
36.17	1
36.18	1
36.19	1
36.2	1
36.21	1
36.22	1
36.23	1
36.24	1
36.25	1
36.26	1
36.27	1
36.28	1
36.29	1
36.3	1
36.31	1
36.32	1
36.33	1
36.34	1
36.35	1
36.36	1
36.37	1
36.38	1
36.39	1
36.4	1
36.41	1
36.42	1
36.43	1
36.44	1
36.45	1
36.46	1
36.47	1
36.48	1
36.49	1
36.5	1
36.51	1
36.52	1
36.53	1
36.54	1
36.55	1
36.56	1
36.57	1
36.58	1
36.59	1
36.6	1
36.61	1
36.62	1
36.63	1
36.64	1
36.65	1
36.66	1
36.67	1
36.68	1
36.69	1
36.7	1
36.71	1
36.72	1
36.73	1
36.74	1
36.75	1
36.76	1
36.77	1
36.78	1
36.79	1
36.8	1
36.81	1
36.82	1
36.83	1
36.84	1
36.85	1
36.86	1
36.87	1
36.88	1
36.89	1
36.9	1
36.91	1
36.92	1
36.93	1
36.94	1
36.95	1
36.96	1
36.97	1
36.98	1
36.99	1
37.0	1
37.01	1
37.02	1
37.03	1
37.04	1
37.05	1
37.06	1
37.07	1
37.08	1
37.09	1
37.1	1
37.11	1
37.12	1
37.13	1
37.14	1
37.15	1
37.16	1
37.17	1
37.18	1
37.19	1
